PlayerID,Country,Age,Gender,VIP_Level,Registration_Date,Deposit,Withdrawal,Total_Bets,Revenue
431,Canada,44,Female,Gold,2024-10-08,3468,3331,38,137
432,Germany,47,Male,Gold,2024-06-19,2431,51,588,2380
433,India,59,Male,Platinum,2025-12-12,387,262,250,125
434,Malta,56,Female,Platinum,2026-03-14,4991,2638,536,2353
435,Australia,29,Female,Bronze,2024-06-29,169,101,661,68
436,Germany,49,Male,Platinum,2023-08-15,1566,852,612,714
437,Italy,52,Male,Silver,2024-04-14,1167,445,685,722
438,Brazil,30,Female,Silver,2024-11-29,4326,2264,780,2062
439,UK,19,Female,Gold,2026-04-07,880,512,128,368
440,Italy,30,Male,Gold,2025-12-17,4650,4249,142,401
441,Malta,33,Female,Platinum,2024-08-09,3676,293,527,3383
442,UK,44,Female,Gold,2024-12-29,1242,776,160,466
443,Sweden,57,Female,Bronze,2025-08-01,4865,4065,281,800
444,Australia,46,Female,Platinum,2025-03-03,2667,1617,702,1050
445,Australia,44,Female,Gold,2024-04-22,4480,271,662,4209
446,India,37,Female,Platinum,2024-01-08,4609,4471,71,138
447,Australia,42,Male,Gold,2025-10-15,101,73,38,28
448,India,29,Male,Platinum,2025-05-02,3888,1197,377,2691
449,Italy,55,Female,Bronze,2025-10-04,3778,2767,654,1011
450,Italy,23,Male,Silver,2024-01-12,4073,777,533,3296
451,Spain,28,Female,Bronze,2023-08-14,3482,3297,198,185
452,Australia,21,Male,Platinum,2024-11-21,3628,2321,654,1307
453,UK,48,Male,Silver,2023-11-15,2613,1807,336,806
454,Spain,41,Female,Gold,2024-03-07,2121,1468,528,653
455,Germany,45,Male,Platinum,2026-07-04,4222,2531,488,1691
456,Brazil,24,Male,Platinum,2024-03-25,3108,2052,21,1056
457,Brazil,39,Male,Bronze,2024-09-22,3487,149,427,3338
458,Sweden,27,Male,Silver,2024-01-19,1908,679,247,1229
459,Spain,48,Female,Platinum,2025-02-15,1207,623,361,584
460,Germany,31,Female,Bronze,2025-04-04,4048,789,300,3259
461,Australia,56,Female,Bronze,2025-08-19,2427,781,275,1646
462,Malta,50,Female,Silver,2026-04-17,3987,1520,213,2467
463,Spain,38,Male,Platinum,2026-03-07,1958,227,494,1731
464,Brazil,33,Male,Gold,2024-12-31,1371,914,602,457
465,Brazil,20,Female,Gold,2024-07-20,4068,1273,595,2795
466,Spain,24,Male,Platinum,2024-10-20,4551,2162,735,2389
467,Brazil,30,Male,Silver,2024-03-14,3501,1713,441,1788
468,UK,46,Male,Platinum,2023-09-21,1873,1508,120,365
469,UK,44,Male,Bronze,2024-01-07,4493,3206,280,1287
470,Spain,30,Male,Gold,2024-08-09,4962,1578,408,3384
471,Italy,30,Female,Gold,2024-03-28,364,310,445,54
472,Malta,41,Female,Gold,2023-08-03,2807,1566,242,1241
473,Germany,43,Female,Platinum,2026-07-12,1662,735,728,927
474,Italy,35,Female,Bronze,2024-10-22,4680,2884,520,1796
475,Italy,41,Female,Gold,2025-03-25,4570,1575,751,2995
476,Australia,19,Female,Platinum,2025-03-05,111,96,308,15
477,Germany,32,Female,Platinum,2023-08-24,3056,292,385,2764
478,Sweden,49,Male,Silver,2025-03-08,2430,475,767,1955
479,Malta,32,Male,Platinum,2023-10-24,2425,1757,108,668
480,Brazil,60,Female,Silver,2024-01-31,841,149,419,692
481,Malta,31,Female,Platinum,2026-05-06,241,106,330,135
482,Malta,58,Male,Gold,2025-05-21,4442,2947,36,1495
483,Spain,47,Male,Gold,2025-10-27,3962,1565,448,2397
484,Italy,31,Male,Silver,2026-07-17,1096,705,694,391
485,India,43,Male,Platinum,2026-07-01,193,75,542,118
486,UK,58,Female,Platinum,2026-05-28,4112,2116,530,1996
487,Canada,29,Female,Gold,2023-08-28,2902,2091,369,811
488,Canada,26,Male,Gold,2024-06-20,4756,3032,559,1724
489,Malta,30,Female,Platinum,2023-08-27,2522,298,614,2224
490,Germany,22,Female,Bronze,2025-06-19,1141,141,200,1000
491,Brazil,37,Male,Gold,2025-09-17,197,137,343,60
492,Germany,59,Female,Platinum,2026-02-18,3973,2281,582,1692
493,Canada,59,Female,Gold,2023-12-24,3351,2122,379,1229
494,Malta,22,Male,Gold,2024-06-02,135,75,357,60
495,Australia,48,Male,Gold,2024-04-15,3575,2396,292,1179
496,Malta,27,Female,Gold,2023-07-26,2791,2738,60,53
497,Germany,59,Male,Platinum,2023-08-21,1004,585,210,419
498,UK,31,Female,Platinum,2025-10-19,2530,1293,320,1237
499,UK,34,Female,Gold,2024-08-14,2254,1097,761,1157
500,Australia,36,Female,Silver,2026-06-27,917,854,542,63
501,Malta,57,Male,Silver,2024-03-21,2093,1006,206,1087
502,India,46,Male,Silver,2025-04-29,3809,2269,248,1540
503,UK,56,Female,Platinum,2025-04-22,4441,2572,234,1869
504,Spain,49,Male,Silver,2025-01-15,328,227,776,101
505,Canada,50,Female,Bronze,2024-05-13,1123,822,277,301
506,Canada,35,Male,Platinum,2024-07-31,4306,1176,560,3130
507,Brazil,58,Male,Gold,2024-07-24,3377,665,610,2712
508,Australia,22,Female,Bronze,2026-06-13,4217,3126,726,1091
509,Brazil,52,Female,Silver,2024-09-12,1992,119,723,1873
510,Spain,49,Female,Silver,2025-09-22,2504,133,180,2371
511,Australia,18,Male,Platinum,2025-08-28,4776,1944,350,2832
512,Brazil,31,Male,Platinum,2024-04-02,1087,891,662,196
513,UK,43,Female,Platinum,2024-04-07,2295,1779,597,516
514,Italy,20,Female,Bronze,2025-07-27,1890,703,499,1187
515,Sweden,41,Female,Silver,2024-06-19,2453,2125,255,328
516,Brazil,38,Male,Bronze,2025-06-02,4722,2592,209,2130
517,UK,37,Female,Platinum,2024-07-03,3556,805,25,2751
518,Germany,53,Male,Gold,2023-08-23,1543,1155,516,388
519,Spain,34,Male,Silver,2026-02-24,3910,2300,402,1610
520,Italy,29,Female,Bronze,2023-11-17,1123,875,654,248
521,Brazil,55,Male,Gold,2025-06-23,2200,1237,473,963
522,UK,26,Female,Platinum,2024-08-04,1810,354,414,1456
523,Italy,50,Male,Silver,2025-06-28,3082,1886,333,1196
524,India,40,Female,Bronze,2025-04-30,2304,1218,541,1086
525,Sweden,49,Male,Gold,2025-02-07,272,141,788,131
526,Malta,42,Male,Gold,2025-11-15,3704,1416,420,2288
527,Sweden,57,Female,Platinum,2025-07-20,2126,1083,567,1043
528,India,22,Male,Silver,2026-06-17,4744,3170,308,1574
529,Germany,56,Female,Gold,2023-08-20,1613,1387,779,226
530,Malta,19,Female,Silver,2024-10-18,3821,1833,288,1988
531,Malta,50,Male,Gold,2026-04-12,977,564,203,413
532,Australia,41,Male,Bronze,2026-01-23,2122,1635,413,487
533,Australia,40,Male,Silver,2026-04-17,2301,223,471,2078
534,Brazil,53,Female,Platinum,2024-06-15,1652,715,387,937
535,Spain,44,Female,Silver,2024-08-29,4457,1416,122,3041
536,Spain,44,Female,Bronze,2023-11-12,4272,2366,238,1906
537,Canada,27,Male,Platinum,2025-06-11,3928,871,58,3057
538,Malta,40,Female,Gold,2023-10-18,2482,1066,619,1416
539,Brazil,43,Female,Silver,2023-10-20,4354,3482,314,872
540,UK,21,Female,Platinum,2024-03-18,2639,172,441,2467
541,Canada,47,Female,Bronze,2025-07-20,3299,1098,743,2201
542,Italy,36,Female,Silver,2023-11-12,3594,102,442,3492
543,Canada,57,Female,Bronze,2024-05-21,4404,1748,385,2656
544,Brazil,39,Female,Gold,2025-06-25,4918,1177,736,3741
545,Malta,18,Female,Bronze,2025-12-05,3902,2494,41,1408
546,Canada,40,Female,Platinum,2024-12-16,890,620,773,270
547,Germany,38,Male,Bronze,2026-01-01,566,175,372,391
548,Australia,36,Male,Silver,2023-10-21,528,244,542,284
549,Italy,59,Female,Gold,2023-10-01,2085,354,311,1731
550,Canada,47,Female,Bronze,2024-02-22,3276,2651,92,625
551,Spain,54,Female,Platinum,2025-09-28,265,93,646,172
552,UK,54,Female,Gold,2025-10-17,4297,3946,135,351
553,Germany,52,Female,Gold,2024-12-19,4137,4003,266,134
554,Germany,46,Female,Gold,2025-01-21,3695,2387,373,1308
555,Spain,42,Male,Platinum,2025-04-12,275,231,276,44
556,Malta,18,Male,Silver,2026-05-29,1030,755,518,275
557,Brazil,38,Male,Platinum,2026-05-20,115,66,70,49
558,Spain,57,Male,Bronze,2024-04-01,1851,463,307,1388
559,Spain,40,Male,Bronze,2025-06-16,3951,71,122,3880
560,Italy,22,Female,Bronze,2025-04-04,971,312,279,659
561,Malta,28,Female,Gold,2023-11-17,4489,1757,245,2732
562,Canada,50,Male,Gold,2024-03-03,423,315,78,108
563,Canada,26,Male,Gold,2025-12-13,3950,3411,61,539
564,Canada,19,Female,Gold,2026-02-08,4334,996,100,3338
565,Brazil,52,Female,Platinum,2025-01-24,1519,1424,628,95
566,Spain,33,Female,Silver,2024-11-17,1712,798,148,914
567,Germany,53,Female,Gold,2025-02-19,1459,580,762,879
568,Spain,37,Male,Platinum,2024-03-04,2698,240,648,2458
569,Australia,19,Female,Bronze,2025-05-13,393,307,341,86
570,Brazil,52,Female,Gold,2026-06-27,668,78,28,590
571,Malta,39,Female,Bronze,2026-04-25,4297,2730,108,1567
572,India,18,Female,Platinum,2024-03-13,1112,366,469,746
573,Malta,24,Female,Gold,2025-07-24,3123,1820,618,1303
574,India,49,Female,Silver,2023-09-07,2432,1127,50,1305
575,Italy,51,Male,Bronze,2026-06-30,146,106,724,40
576,Malta,52,Female,Platinum,2025-03-25,1645,1644,263,1
577,Malta,26,Male,Bronze,2024-02-26,3737,2964,710,773
578,Australia,37,Male,Bronze,2024-01-11,252,54,614,198
579,Spain,42,Female,Silver,2025-11-26,3284,240,352,3044
580,Germany,56,Male,Bronze,2024-07-21,4350,1175,25,3175
581,India,27,Male,Silver,2025-04-17,2232,1676,409,556
582,Italy,33,Female,Bronze,2024-05-03,1824,592,453,1232
583,UK,60,Female,Silver,2025-08-27,2606,294,353,2312
584,UK,51,Female,Gold,2024-02-13,2238,145,596,2093
585,Germany,29,Male,Platinum,2025-11-14,4084,3712,733,372
586,Australia,48,Male,Platinum,2026-06-26,843,404,603,439
587,Canada,36,Female,Bronze,2025-05-15,688,265,308,423
588,Germany,27,Female,Platinum,2025-12-05,1638,1578,503,60
589,Sweden,33,Male,Gold,2026-07-14,4027,1314,322,2713
590,Australia,36,Female,Gold,2025-06-25,3283,867,379,2416
591,Germany,44,Male,Silver,2024-11-02,3951,2953,762,998
592,Australia,45,Female,Gold,2023-12-30,888,50,106,838
593,Canada,28,Male,Silver,2025-12-20,4496,4342,506,154
594,Australia,44,Female,Bronze,2024-06-11,683,626,137,57
595,India,25,Male,Silver,2025-01-22,4729,3631,409,1098
596,Malta,19,Female,Platinum,2025-06-14,2594,1663,693,931
597,Spain,21,Female,Silver,2024-04-29,1375,211,728,1164
598,Canada,37,Female,Bronze,2025-04-12,4755,1261,550,3494
599,UK,60,Male,Platinum,2026-05-04,901,502,568,399
600,Brazil,42,Male,Gold,2025-04-07,3768,2808,224,960
601,Germany,41,Male,Silver,2025-09-09,2466,101,83,2365
602,Spain,27,Male,Platinum,2026-02-14,2247,1053,514,1194
603,Italy,40,Male,Platinum,2026-01-04,382,342,386,40
604,Brazil,21,Female,Silver,2026-03-19,378,228,766,150
605,Sweden,29,Female,Bronze,2026-07-18,1097,240,359,857
606,Canada,47,Female,Silver,2024-01-06,2855,1177,255,1678
607,Malta,35,Male,Gold,2025-10-28,3403,3142,614,261
608,Sweden,36,Male,Platinum,2024-01-08,801,632,782,169
609,Brazil,25,Male,Gold,2026-05-17,1902,871,583,1031
610,Spain,18,Male,Silver,2026-03-15,3918,2932,239,986
611,Sweden,46,Female,Platinum,2025-04-10,1197,204,173,993
612,Australia,51,Female,Platinum,2024-09-01,4147,1565,177,2582
613,Spain,38,Female,Gold,2025-11-01,2213,1959,461,254
614,India,18,Female,Platinum,2025-09-30,3552,600,241,2952
615,Canada,57,Male,Bronze,2023-10-01,4265,339,347,3926
616,India,24,Female,Gold,2025-08-07,4998,614,724,4384
617,Australia,51,Female,Bronze,2023-10-20,3816,3497,302,319
618,Canada,43,Male,Platinum,2024-07-07,750,59,183,691
619,Brazil,22,Female,Silver,2025-12-25,4779,2308,473,2471
620,India,21,Male,Platinum,2025-09-20,2179,2148,187,31
621,Malta,35,Female,Platinum,2024-04-27,609,597,165,12
622,Italy,30,Male,Gold,2025-09-30,1372,1268,708,104
623,UK,35,Male,Platinum,2025-12-17,1075,150,73,925
624,Canada,22,Male,Silver,2023-10-03,3345,1397,671,1948
625,Australia,19,Female,Silver,2025-09-25,4207,2767,715,1440
626,Brazil,19,Male,Bronze,2024-07-11,1951,539,407,1412
627,Germany,38,Female,Silver,2024-11-08,3104,2818,24,286
628,Malta,40,Male,Platinum,2026-03-29,4765,761,188,4004
629,Brazil,25,Female,Platinum,2026-06-01,466,176,420,290
630,Sweden,55,Female,Platinum,2025-09-09,877,484,745,393
631,Italy,30,Male,Silver,2024-05-26,2161,403,601,1758
632,Sweden,20,Female,Platinum,2024-01-14,4700,3969,666,731
633,Sweden,22,Male,Platinum,2025-05-29,4995,3914,405,1081
634,Sweden,38,Male,Silver,2023-12-28,4502,1532,273,2970
635,Malta,32,Female,Silver,2024-11-29,3360,2044,119,1316
636,Italy,59,Female,Platinum,2025-03-25,711,115,418,596
637,Brazil,33,Female,Silver,2025-10-26,211,70,589,141
638,Brazil,54,Female,Platinum,2024-01-09,4266,3812,458,454
639,UK,20,Male,Gold,2025-08-30,2440,1343,342,1097
640,UK,24,Female,Platinum,2026-05-25,1285,1183,263,102
641,Canada,54,Male,Gold,2025-12-15,3468,3382,142,86
642,Canada,58,Male,Gold,2023-10-18,1457,887,355,570
643,Malta,55,Male,Platinum,2024-11-07,3303,2481,272,822
644,Germany,42,Female,Gold,2025-11-28,4904,734,150,4170
645,Italy,55,Female,Gold,2024-04-27,159,79,235,80
646,Sweden,34,Male,Platinum,2023-11-29,638,444,756,194
647,Germany,25,Female,Gold,2026-07-19,3408,1442,210,1966
648,Canada,43,Female,Silver,2026-07-07,4119,2009,230,2110
649,Malta,41,Female,Platinum,2024-03-27,2812,2585,224,227
650,UK,25,Female,Bronze,2023-12-15,4802,3404,78,1398
651,India,34,Male,Silver,2023-10-30,3261,2607,616,654
652,India,50,Female,Platinum,2026-06-16,4208,3816,201,392
653,Australia,47,Female,Gold,2026-06-03,4829,928,430,3901
654,Spain,46,Male,Platinum,2025-06-04,1368,1177,248,191
655,Germany,55,Male,Silver,2024-10-23,833,235,668,598
656,Germany,57,Female,Gold,2023-08-16,4221,2997,607,1224
657,India,56,Male,Gold,2025-10-13,1653,1566,432,87
658,Malta,26,Male,Silver,2025-04-28,506,158,359,348
659,Canada,30,Female,Gold,2026-06-22,4358,539,519,3819
660,UK,41,Male,Gold,2025-12-28,4293,3718,425,575
661,India,42,Male,Bronze,2024-06-04,2736,2598,24,138
662,UK,18,Male,Silver,2024-01-18,3943,514,198,3429
663,India,58,Female,Gold,2023-11-27,264,75,555,189
664,Brazil,47,Female,Platinum,2026-05-30,2830,272,43,2558
665,Italy,49,Male,Platinum,2024-04-26,1753,1725,472,28
666,Sweden,34,Female,Bronze,2025-07-14,4860,831,790,4029
667,Malta,33,Female,Gold,2026-04-14,393,188,269,205
668,Malta,24,Female,Silver,2025-07-18,1717,915,527,802
669,Australia,51,Female,Platinum,2024-11-23,2413,1189,225,1224
670,Canada,48,Male,Silver,2023-07-27,1275,712,674,563
671,Germany,28,Female,Bronze,2024-11-09,4222,1529,663,2693
672,Germany,19,Male,Silver,2026-05-12,971,670,62,301
673,Italy,41,Female,Platinum,2026-06-15,4530,3544,260,986
674,Spain,51,Male,Platinum,2023-12-17,3063,362,389,2701
675,Brazil,29,Male,Platinum,2025-04-10,3003,703,349,2300
676,Italy,28,Female,Platinum,2024-12-04,1079,715,507,364
677,Australia,52,Female,Gold,2025-02-28,2434,2281,392,153
678,Malta,38,Male,Silver,2024-07-05,4754,1805,148,2949
679,Brazil,43,Female,Platinum,2024-11-26,1269,1164,242,105
680,Canada,34,Female,Bronze,2026-04-05,872,576,456,296
681,Germany,28,Female,Platinum,2024-05-27,4447,3316,765,1131
682,Canada,44,Male,Gold,2026-05-09,2947,926,414,2021
683,Italy,23,Male,Platinum,2025-04-09,1548,1016,514,532
684,Malta,18,Male,Gold,2023-12-18,2847,1250,185,1597
685,India,32,Male,Gold,2024-01-20,4227,922,370,3305
686,UK,35,Male,Silver,2025-05-20,4498,2530,260,1968
687,India,31,Male,Platinum,2026-04-08,1481,572,244,909
688,Australia,22,Female,Gold,2025-10-24,3742,1617,525,2125
689,Canada,40,Male,Silver,2024-11-01,391,107,787,284
690,Sweden,29,Male,Platinum,2024-02-15,3674,3167,154,507
691,Spain,27,Male,Silver,2025-01-31,494,84,766,410
692,Sweden,20,Male,Gold,2025-01-31,676,588,160,88
693,Spain,39,Male,Platinum,2025-12-23,221,155,28,66
694,Brazil,32,Female,Silver,2026-05-31,1819,798,394,1021
695,Sweden,41,Female,Silver,2025-01-09,3353,707,548,2646
696,Spain,32,Female,Platinum,2023-12-04,3042,2736,533,306
697,UK,58,Female,Bronze,2026-02-27,2023,581,79,1442
698,UK,31,Male,Bronze,2024-02-15,4979,2199,552,2780
699,Canada,50,Male,Gold,2024-06-29,3021,946,492,2075
700,India,34,Female,Gold,2025-09-03,3297,1072,721,2225
701,Sweden,49,Male,Bronze,2023-10-02,596,483,257,113
702,Spain,34,Female,Silver,2025-08-16,4330,3420,185,910
703,Germany,53,Male,Bronze,2024-07-29,2740,1796,158,944
704,Germany,24,Female,Gold,2026-02-19,2175,478,546,1697
705,Australia,50,Female,Gold,2026-02-11,2282,1649,333,633
706,Australia,38,Male,Bronze,2025-05-03,314,72,140,242
707,Brazil,33,Male,Platinum,2026-06-27,3250,216,653,3034
708,Canada,55,Male,Platinum,2026-02-08,4616,2790,325,1826
709,Australia,40,Female,Gold,2025-06-29,636,502,650,134
710,Spain,39,Male,Platinum,2025-01-10,393,348,658,45
711,UK,36,Female,Gold,2024-02-06,198,140,317,58
712,Australia,60,Female,Platinum,2024-07-17,1073,1040,236,33
713,UK,19,Male,Silver,2024-01-21,3903,3603,301,300
714,Malta,30,Female,Platinum,2025-11-11,329,51,694,278
715,Spain,51,Female,Platinum,2025-12-08,2917,205,612,2712
716,UK,20,Male,Gold,2026-07-19,3269,658,231,2611
717,India,19,Male,Gold,2026-02-12,1829,1826,779,3
718,Italy,40,Female,Gold,2026-05-08,2455,1541,257,914
719,UK,55,Female,Platinum,2024-09-05,4714,3120,421,1594
720,Australia,42,Male,Bronze,2026-03-29,327,189,794,138
721,Italy,37,Female,Platinum,2024-11-11,2382,1029,555,1353
722,Spain,58,Female,Silver,2026-01-05,3248,631,160,2617
723,Germany,57,Male,Gold,2024-09-05,2176,1993,537,183
724,Spain,51,Male,Bronze,2025-11-09,904,429,343,475
725,Malta,40,Female,Platinum,2023-08-19,1351,304,311,1047
726,Sweden,41,Male,Silver,2025-08-02,2727,278,517,2449
727,Sweden,35,Female,Gold,2024-11-08,2696,855,766,1841
728,Sweden,31,Male,Bronze,2023-09-19,3264,3133,212,131
729,Malta,29,Female,Gold,2024-01-14,276,167,501,109
730,Sweden,25,Male,Gold,2024-06-20,3681,1425,310,2256
731,Australia,19,Female,Gold,2026-04-24,3706,3001,741,705
732,UK,29,Female,Gold,2023-09-21,1945,1935,417,10
733,Italy,37,Male,Bronze,2023-08-04,1539,1081,398,458
734,Germany,37,Male,Bronze,2025-07-30,1465,175,317,1290
735,Spain,21,Male,Gold,2024-03-31,950,894,744,56
736,Malta,42,Male,Silver,2025-06-20,1125,667,687,458
737,Sweden,29,Female,Bronze,2023-11-23,1740,339,279,1401
738,Brazil,46,Female,Bronze,2024-11-09,4301,1753,193,2548
739,Malta,19,Female,Bronze,2023-11-22,2868,851,467,2017
740,Germany,39,Male,Gold,2025-03-08,2202,1713,144,489
741,UK,31,Female,Bronze,2025-10-26,3222,1099,472,2123
742,Spain,33,Male,Gold,2024-08-09,1251,508,671,743
743,Australia,45,Female,Silver,2026-04-18,537,296,82,241
744,Brazil,40,Female,Platinum,2023-08-03,4519,3724,55,795
745,Australia,32,Female,Platinum,2026-04-01,4502,2181,658,2321
746,Australia,50,Female,Platinum,2024-10-31,4976,2369,112,2607
747,Germany,59,Female,Silver,2025-04-17,4156,1386,264,2770
748,Australia,48,Male,Silver,2025-03-12,1591,569,316,1022
749,Spain,35,Male,Platinum,2026-04-25,2560,166,30,2394
750,Australia,41,Female,Gold,2025-10-24,296,172,325,124
751,Brazil,55,Female,Gold,2024-12-25,4857,4345,352,512
752,UK,23,Male,Silver,2025-07-04,3847,848,77,2999
753,Australia,51,Male,Gold,2023-12-20,2306,525,407,1781
754,Italy,45,Male,Silver,2025-04-09,3291,2401,160,890
755,UK,28,Male,Gold,2025-11-27,3243,1980,408,1263
756,Spain,56,Female,Bronze,2024-03-17,3253,3000,587,253
757,Italy,37,Male,Bronze,2026-04-09,650,608,40,42
758,India,21,Female,Silver,2024-03-10,4345,338,395,4007
759,UK,19,Male,Gold,2026-04-30,4787,1917,731,2870
760,Italy,41,Female,Bronze,2024-04-30,4451,600,89,3851
761,Spain,43,Male,Gold,2024-01-13,3690,423,425,3267
762,Canada,31,Male,Silver,2024-05-27,3051,2187,243,864
763,Germany,32,Female,Platinum,2025-04-17,4351,2012,333,2339
764,Australia,35,Female,Silver,2025-03-26,4932,2469,273,2463
765,UK,34,Female,Gold,2026-04-09,544,480,208,64
766,UK,48,Female,Bronze,2025-08-12,1185,574,725,611
767,Brazil,18,Male,Gold,2026-06-19,3469,3379,202,90
768,Brazil,49,Male,Bronze,2024-10-19,2304,2174,369,130
769,Brazil,32,Female,Platinum,2026-07-05,715,485,598,230
770,India,47,Female,Platinum,2025-03-12,2986,424,551,2562
771,Brazil,38,Female,Platinum,2025-02-08,3091,2410,661,681
772,Canada,48,Male,Platinum,2026-07-02,4257,3054,644,1203
773,India,29,Female,Platinum,2023-10-16,2813,1726,647,1087
774,Spain,57,Male,Silver,2026-01-30,2787,2513,168,274
775,Brazil,56,Female,Silver,2025-06-22,689,359,792,330
776,Germany,21,Female,Platinum,2024-01-10,1171,1169,128,2
777,Sweden,29,Female,Platinum,2026-04-22,3436,1380,292,2056
778,Canada,47,Male,Gold,2025-06-27,882,153,68,729
779,Sweden,38,Female,Bronze,2023-08-27,2907,2581,277,326
780,Canada,23,Male,Gold,2024-05-23,1259,936,579,323
781,Germany,51,Female,Bronze,2024-06-16,3123,1711,283,1412
782,Canada,38,Male,Platinum,2024-12-07,2253,199,676,2054
783,Germany,33,Female,Silver,2025-11-21,3034,2775,395,259
784,Sweden,55,Female,Bronze,2025-08-27,1120,114,519,1006
785,Canada,28,Female,Bronze,2026-01-16,1211,276,575,935
786,India,54,Male,Bronze,2026-03-30,3971,2437,337,1534
787,Australia,22,Male,Platinum,2024-03-02,3172,59,642,3113
788,Italy,37,Male,Platinum,2025-07-05,1134,1032,299,102
789,Italy,37,Female,Bronze,2026-03-21,4370,2467,518,1903
790,Germany,41,Female,Bronze,2026-01-05,4255,1567,792,2688
791,Spain,38,Male,Gold,2024-02-18,1441,1216,205,225
792,Brazil,49,Male,Platinum,2024-08-22,3609,633,82,2976
793,Australia,57,Female,Platinum,2024-02-10,1075,417,593,658
794,Germany,29,Male,Gold,2023-08-30,2738,1213,548,1525
795,Sweden,43,Male,Silver,2025-03-05,4292,2586,313,1706
796,Malta,19,Female,Gold,2026-06-14,3844,3592,341,252
797,UK,23,Female,Gold,2024-07-02,4060,3941,599,119
798,Canada,53,Male,Platinum,2024-01-27,325,163,434,162
799,Germany,24,Male,Bronze,2023-12-06,2148,1938,397,210
800,Malta,19,Female,Gold,2024-10-10,1744,1355,299,389
801,Malta,44,Female,Gold,2025-11-04,1621,1379,147,242
802,UK,32,Male,Silver,2024-05-09,2246,1512,391,734
803,Australia,44,Female,Gold,2024-10-03,133,71,75,62
804,Malta,49,Male,Bronze,2024-12-15,4100,3233,197,867
805,India,30,Female,Gold,2026-02-11,437,345,69,92
806,Brazil,60,Male,Bronze,2023-10-13,3058,2934,67,124
807,Malta,50,Female,Silver,2025-09-10,1234,514,703,720
808,Brazil,59,Male,Bronze,2026-01-30,2145,1135,447,1010
809,Italy,39,Female,Bronze,2024-04-03,203,191,537,12
810,Germany,50,Female,Platinum,2026-05-18,1090,285,497,805
811,Italy,41,Male,Gold,2026-04-16,4149,2651,558,1498
812,Brazil,35,Male,Platinum,2026-03-20,1740,410,279,1330
813,India,50,Male,Bronze,2025-03-03,3938,1128,310,2810
814,Sweden,38,Male,Bronze,2025-12-02,3772,419,429,3353
815,India,23,Male,Bronze,2023-12-25,4507,3613,524,894
816,Spain,48,Male,Gold,2025-07-27,3411,1514,209,1897
817,Spain,42,Female,Gold,2025-05-06,780,687,328,93
818,Sweden,45,Female,Gold,2025-01-09,2739,284,714,2455
819,Canada,21,Female,Silver,2026-07-02,4440,1084,76,3356
820,Italy,27,Female,Silver,2023-08-26,1398,747,596,651
821,Sweden,32,Female,Silver,2025-08-03,3133,1547,748,1586
822,UK,57,Male,Gold,2025-10-15,1351,755,501,596
823,Australia,19,Female,Bronze,2026-04-04,2424,2022,241,402
824,Malta,19,Female,Gold,2025-04-28,2796,108,283,2688
825,Germany,44,Female,Silver,2026-01-31,1315,861,325,454
826,Malta,35,Male,Bronze,2024-11-20,1670,947,580,723
827,Germany,41,Female,Silver,2026-02-09,857,321,34,536
828,Germany,55,Male,Gold,2023-08-03,1715,581,524,1134
829,Sweden,24,Female,Bronze,2025-06-21,2436,1101,253,1335
830,Malta,25,Female,Platinum,2025-04-01,3291,880,192,2411
831,Sweden,20,Female,Silver,2026-02-25,2518,2034,366,484
832,Italy,56,Male,Gold,2026-02-04,243,224,177,19
833,Australia,38,Female,Silver,2024-08-10,4537,2635,278,1902
834,Sweden,37,Female,Gold,2025-02-25,1990,270,754,1720
835,Canada,23,Female,Silver,2025-12-25,116,98,655,18
836,Brazil,42,Male,Silver,2024-10-07,606,233,72,373
837,Spain,57,Male,Bronze,2024-03-17,772,737,657,35
838,Australia,27,Male,Silver,2024-05-16,206,143,639,63
839,Italy,50,Male,Bronze,2024-12-16,798,188,179,610
840,Italy,35,Female,Bronze,2025-02-27,2390,1383,565,1007
841,Sweden,34,Female,Silver,2024-03-20,502,50,151,452
842,India,44,Male,Bronze,2025-08-05,136,104,354,32
843,India,54,Male,Platinum,2024-03-31,4938,294,419,4644
844,Malta,29,Male,Silver,2024-03-22,387,180,108,207
845,Malta,36,Female,Bronze,2024-01-29,2987,1626,596,1361
846,Spain,34,Female,Gold,2025-09-14,2195,731,477,1464
847,Malta,20,Male,Platinum,2025-03-11,2291,2012,712,279
848,Sweden,49,Male,Gold,2026-03-26,776,512,233,264
849,Malta,24,Male,Gold,2024-01-18,2816,2337,791,479
850,India,55,Female,Platinum,2025-03-12,4178,3542,606,636
851,Malta,22,Female,Platinum,2025-01-29,3472,578,776,2894
852,Italy,60,Female,Bronze,2024-12-12,311,64,761,247
853,Italy,33,Male,Silver,2026-03-14,3421,225,537,3196
854,Italy,56,Female,Gold,2023-09-19,165,95,464,70
855,Brazil,29,Female,Silver,2024-11-20,4229,3787,255,442
856,Germany,47,Female,Silver,2026-04-06,4259,3416,461,843
857,Canada,18,Female,Gold,2025-05-08,1882,1681,726,201
858,Spain,48,Male,Bronze,2024-10-22,4766,1106,181,3660
859,Italy,26,Male,Gold,2023-11-06,2781,2553,374,228
860,Sweden,48,Female,Silver,2025-12-17,1787,126,262,1661
861,Brazil,44,Female,Platinum,2026-05-15,639,296,774,343
862,Spain,37,Male,Platinum,2024-07-28,2602,1122,679,1480
863,Canada,43,Female,Gold,2026-05-10,3364,2656,742,708
